Event;Date;Place;Fighter;KD;STR;TD;SUB;WEIGHT.CLASS;METHOD;ROUND;TIME;RESULT
UFC 115: Liddell vs Franklin;"Date:
      
      June 12, 2010";"Location:
      

      Vancouver, British Columbia, Canada";Ben Rothwell;0;44;5;2;Heavyweight;U-DEC;3;5:00;win
UFC 115: Liddell vs Franklin;"Date:
      
      June 12, 2010";"Location:
      

      Vancouver, British Columbia, Canada";Gilbert Yvel;0;33;0;2;Heavyweight;U-DEC;3;5:00;lose
UFC 115: Liddell vs Franklin;"Date:
      
      June 12, 2010";"Location:
      

      Vancouver, British Columbia, Canada";Carlos Condit;0;72;0;1;Welterweight;"KO/TKO

      

        Punches";3;4:53;win
UFC 115: Liddell vs Franklin;"Date:
      
      June 12, 2010";"Location:
      

      Vancouver, British Columbia, Canada";Rory MacDonald;0;29;3;0;Welterweight;"KO/TKO

      

        Punches";3;4:53;lose
UFC 115: Liddell vs Franklin;"Date:
      
      June 12, 2010";"Location:
      

      Vancouver, British Columbia, Canada";Evan Dunham;0;28;3;1;Lightweight;S-DEC;3;5:00;win
UFC 115: Liddell vs Franklin;"Date:
      
      June 12, 2010";"Location:
      

      Vancouver, British Columbia, Canada";Tyson Griffin;0;26;0;1;Lightweight;S-DEC;3;5:00;lose
UFC 115: Liddell vs Franklin;"Date:
      
      June 12, 2010";"Location:
      

      Vancouver, British Columbia, Canada";Matt Wiman;0;4;0;2;Lightweight;"SUB

      

        Guillotine Choke";1;1:45;win
UFC 115: Liddell vs Franklin;"Date:
      
      June 12, 2010";"Location:
      

      Vancouver, British Columbia, Canada";Mac Danzig;0;4;1;0;Lightweight;"SUB

      

        Guillotine Choke";1;1:45;lose
UFC 115: Liddell vs Franklin;"Date:
      
      June 12, 2010";"Location:
      

      Vancouver, British Columbia, Canada";Mario Miranda;0;42;3;0;Middleweight;"KO/TKO

      

        Elbows";2;4:07;win
UFC 115: Liddell vs Franklin;"Date:
      
      June 12, 2010";"Location:
      

      Vancouver, British Columbia, Canada";David Loiseau;0;2;0;0;Middleweight;"KO/TKO

      

        Elbows";2;4:07;lose
UFC 115: Liddell vs Franklin;"Date:
      
      June 12, 2010";"Location:
      

      Vancouver, British Columbia, Canada";James Wilks;0;38;1;1;Welterweight;U-DEC;3;5:00;win
UFC 115: Liddell vs Franklin;"Date:
      
      June 12, 2010";"Location:
      

      Vancouver, British Columbia, Canada";Peter Sobotta;0;15;1;2;Welterweight;U-DEC;3;5:00;lose
UFC 115: Liddell vs Franklin;"Date:
      
      June 12, 2010";"Location:
      

      Vancouver, British Columbia, Canada";Claude Patrick;0;13;1;2;Welterweight;"SUB

      

        Guillotine Choke";2;1:48;win
UFC 115: Liddell vs Franklin;"Date:
      
      June 12, 2010";"Location:
      

      Vancouver, British Columbia, Canada";Ricardo Funch;0;5;0;0;Welterweight;"SUB

      

        Guillotine Choke";2;1:48;lose
UFC 115: Liddell vs Franklin;"Date:
      
      June 12, 2010";"Location:
      

      Vancouver, British Columbia, Canada";Mike Pyle;1;49;0;3;Welterweight;"SUB

      

        Triangle Choke";3;4:44;win
UFC 115: Liddell vs Franklin;"Date:
      
      June 12, 2010";"Location:
      

      Vancouver, British Columbia, Canada";Jesse Lennox;0;37;1;0;Welterweight;"SUB

      

        Triangle Choke";3;4:44;lose
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";Rashad Evans;0;29;3;0;Light Heavyweight;U-DEC;3;5:00;win
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";Quinton Jackson;1;17;0;0;Light Heavyweight;U-DEC;3;5:00;lose
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";Michael Bisping;0;76;0;0;Middleweight;U-DEC;3;5:00;win
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";Dan Miller;0;50;1;0;Middleweight;U-DEC;3;5:00;lose
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";Mike Russow;1;14;0;0;Heavyweight;"KO/TKO

      

        Punch";3;2:35;win
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";Todd Duffee;0;51;0;0;Heavyweight;"KO/TKO

      

        Punch";3;2:35;lose
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";Rogerio Nogueira;0;23;1;1;Light Heavyweight;S-DEC;3;5:00;win
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";Jason Brilz;0;18;3;3;Light Heavyweight;S-DEC;3;5:00;lose
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";John Hathaway;1;84;0;0;Welterweight;U-DEC;3;5:00;win
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";Diego Sanchez;0;24;1;0;Welterweight;U-DEC;3;5:00;lose
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";Dong Hyun Kim;0;30;6;0;Welterweight;U-DEC;3;5:00;win
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";Amir Sadollah;0;10;0;0;Welterweight;U-DEC;3;5:00;lose
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";Efrain Escudero;1;64;0;0;Lightweight;U-DEC;3;5:00;win
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";Dan Lauzon;0;17;0;0;Lightweight;U-DEC;3;5:00;lose
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";Melvin Guillard;1;14;0;0;Lightweight;"KO/TKO

      

        Knee";1;3:28;win
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";Waylon Lowe;0;1;1;0;Lightweight;"KO/TKO

      

        Knee";1;3:28;lose
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";Cyrille Diabate;1;17;0;0;Light Heavyweight;"KO/TKO

      

        Punches";1;2:13;win
UFC 114: Rampage vs Evans;"Date:
      
      May 29, 2010";"Location:
      

      Las Vegas, Nevada, USA";Luiz Cane;1;4;0;0;Light Heavyweight;"KO/TKO

      

        Punches";1;2:13;lose
